property_id,property_address,property_city,property_state,property_zip,property_county,property_type_detail,bedroom_count,bathroom_count,total_building_area_square_feet,lot_size_square_feet,year_built,estimated_value,last_sale_price,last_sale_date,zoning_code,total_assessed_value,mls_status,mls_listing_date,mls_listing_amount,borough
1,430 Lexington Ave,Brooklyn,NY,11221-1202,Kings,Duplex,5.0,2.0,1944.0,1800.0,1901.0,2191564.0,1975000.0,2021-08-06,R6B,70080.0,Off Market,2024-05-15,6950.0,Brooklyn
2,1588 Pacific St,Brooklyn,NY,11213-1105,Kings,Duplex,5.0,6.0,2750.0,1786.0,2004.0,704342.0,691210.0,2024-05-01,R6,74580.0,Off Market,2023-03-22,1599000.0,Brooklyn
3,214 Patchen Ave,Brooklyn,NY,11233-1528,Kings,Duplex,5.0,4.0,2440.0,1600.0,1899.0,1912121.0,,2024-01-31,R6B,105180.0,Off Market,2024-02-20,1949000.0,Brooklyn
4,7 Macon St,Brooklyn,NY,11216-6556,Kings,Triplex,4.0,4.0,2560.0,1600.0,1899.0,1600412.0,1407500.0,2021-03-19,R6B,108480.0,,,0.0,Brooklyn
5,827 Putnam Ave,Brooklyn,NY,11221-7474,Kings,Quadruplex,7.0,4.0,2700.0,2000.0,1931.0,1882443.0,1800000.0,2023-12-20,R6B,232200.0,Off Market,2023-06-14,2200000.0,Brooklyn
6,675 Greene Ave,Brooklyn,NY,11221-6697,Kings,Duplex,4.0,3.0,2000.0,2000.0,1899.0,1533470.0,1350000.0,2021-03-02,R6B,61980.0,Sold,2020-06-14,1450000.0,Brooklyn
7,1309 Gates Ave,Brooklyn,NY,11221-4705,Kings,Triplex,9.0,6.0,3900.0,1945.0,2007.0,1512700.0,1475000.0,2024-09-03,R6,75180.0,Sold,2024-07-10,1300000.0,Brooklyn
8,939 Saint Johns Pl,Brooklyn,NY,11213-2515,Kings,Triplex,6.0,4.0,3280.0,2405.0,1910.0,1574960.0,1415000.0,2022-12-27,R6,96720.0,Sold,2022-06-02,1500000.0,Brooklyn
9,2204 Himrod St,Ridgewood,NY,11385-1211,Queens,Duplex,5.0,2.0,2160.0,2400.0,1930.0,972027.0,1125000.0,2023-03-30,R5B,66720.0,Sold,2023-01-23,999000.0,Brooklyn
10,1125 Halsey St,Brooklyn,NY,11207-2292,Kings,Triplex,,,2988.0,1992.0,1920.0,909470.0,810000.0,2021-05-11,R6,92940.0,Sold,2021-03-08,899000.0,Brooklyn
11,1147 Hancock St,Brooklyn,NY,11221-6071,Kings,Duplex,9.0,3.0,2700.0,2000.0,1910.0,1128240.0,650000.0,2014-03-12,R6,81540.0,Pending,2024-06-05,1150000.0,Brooklyn
12,7231 65th Pl,Ridgewood,NY,11385-6929,Queens,Duplex,3.0,1.0,2248.0,2000.0,1910.0,842984.0,995000.0,2021-10-14,R5B,55680.0,Sold,2021-06-08,988000.0,Brooklyn
13,6071 67th Ave,Ridgewood,NY,11385-4550,Queens,Duplex,5.0,3.0,2400.0,1260.0,1915.0,1128240.0,1165000.0,2024-10-29,R5B,75480.0,Off Market,2022-05-12,1145000.0,Brooklyn
14,49 Sutton St,Brooklyn,NY,11222-4422,Kings,Triplex,11.0,4.0,3345.0,2000.0,1899.0,2131779.0,1925000.0,2021-08-09,R6B,197160.0,Sold,2020-12-03,1998000.0,Brooklyn
15,405 Kosciuszko St,Brooklyn,NY,11221-6725,Kings,Triplex,7.0,3.0,2310.0,2200.0,1901.0,1642340.0,1600000.0,2024-08-16,R6A,91920.0,Sold,2024-03-05,1699999.0,Brooklyn
16,141 Cooper St,Brooklyn,NY,11207-1122,Kings,Duplex,5.0,3.0,2904.0,2150.0,2003.0,1320368.0,1260000.0,2024-01-02,R6,76920.0,Sold,2023-09-26,1299999.0,Brooklyn
17,7013 65th St,Ridgewood,NY,11385-6260,Queens,Duplex,3.0,2.0,1104.0,2000.0,1925.0,736888.0,710000.0,2021-02-26,R5D,46020.0,Sold,2020-08-14,765000.0,Brooklyn
18,32 Ludlam Pl,Brooklyn,NY,11225-2707,Kings,Duplex,5.0,3.0,2480.0,2800.0,1925.0,1425176.0,1400000.0,2024-05-14,R6,94020.0,Sold,2023-11-15,1449000.0,Brooklyn
19,116 Decatur St,Brooklyn,NY,11216-2511,Kings,Duplex,5.0,4.0,2968.0,1667.0,1899.0,2583240.0,2550000.0,2024-07-09,R6A,119820.0,Sold,2024-04-17,2495000.0,Brooklyn
20,13 Monaco Pl,Brooklyn,NY,11233-3209,Kings,Duplex,5.0,2.0,1782.0,1689.0,1910.0,823130.0,805000.0,2024-03-04,R5,50340.0,Sold,2023-10-15,899999.0,Brooklyn
21,594 Eastern Pkwy,Brooklyn,NY,11225-1604,Kings,Duplex,7.0,3.0,3135.0,1995.0,1899.0,2334443.0,2105000.0,2024-07-25,R6,120660.0,Active,2024-10-07,2450000.0,Brooklyn
22,6009 70th Ave,Ridgewood,NY,11385-5141,Queens,Duplex,5.0,2.0,2168.0,2000.0,1901.0,924587.0,1125000.0,2023-06-29,R5B,66480.0,Sold,2022-10-19,1199000.0,Brooklyn
23,803 Greenwood Ave,Brooklyn,NY,11218-1311,Kings,Duplex,4.0,4.0,2008.0,1261.0,1925.0,1702028.0,1587500.0,2019-12-30,R5B,116580.0,,,0.0,Brooklyn
24,6452 Admiral Ave,Middle Village,NY,11379-1614,Queens,Duplex,1.0,1.0,1728.0,2610.0,1930.0,1079078.0,699000.0,2016-10-27,R4B,53640.0,Off Market,2024-08-06,1100000.0,Brooklyn
25,1130 Decatur St,Brooklyn,NY,11207-1128,Kings,Duplex,4.0,6.0,3320.0,1667.0,2017.0,1789448.0,1585000.0,2017-12-19,R6,99720.0,Active,2024-09-05,1785000.0,Brooklyn
26,1126 Herkimer St,Brooklyn,NY,11233-5891,Kings,Duplex,3.0,3.0,1880.0,1349.0,1899.0,1190756.0,925000.0,2021-09-08,R5,58020.0,,,0.0,Brooklyn
27,596 Van Buren St,Brooklyn,NY,11221-6577,Kings,Duplex,5.0,4.0,2160.0,1800.0,1920.0,1752302.0,900000.0,2023-03-13,R6,75480.0,Active,2025-02-13,1758000.0,Brooklyn
28,53 Monroe St,Brooklyn,NY,11238-2004,Kings,Duplex,4.0,3.0,2916.0,1509.0,1899.0,2526573.0,2875000.0,2021-02-17,R6B,149700.0,,,0.0,Brooklyn
29,1613 Norman St,Ridgewood,NY,11385-5702,Queens,Triplex,,,2508.0,7500.0,1930.0,1506485.0,,1989-06-27,R5B,96120.0,Off Market,2015-11-04,2500000.0,Brooklyn
30,228 Withers St,Brooklyn,NY,11211-1514,Kings,Quadruplex,9.0,5.0,2800.0,2500.0,1920.0,2333620.0,,,R6B,487350.0,Expired,2024-02-16,3200000.0,Brooklyn
31,220 Patchen Ave,Brooklyn,NY,11233-1528,Kings,Duplex,5.0,4.0,2448.0,1600.0,1899.0,1997613.0,1455000.0,2020-10-21,R6B,105480.0,,,0.0,Brooklyn
32,163 Columbia St,Brooklyn,NY,11231-1710,Kings,Quadruplex,3.0,3.0,,1991.0,1900.0,,2000000.0,2024-08-12,R6A,46170.0,Sold,2024-03-21,2175000.0,Brooklyn
33,6520 68th Ave,Ridgewood,NY,11385-4651,Queens,Triplex,5.0,2.0,2084.0,1903.0,1925.0,,1125000.0,2022-03-18,R5B,40012.0,Sold,2021-08-16,1100000.0,Brooklyn
34,1118 Decatur St,Brooklyn,NY,11207-1128,Kings,Duplex,4.0,4.0,2250.0,1667.0,1899.0,1567273.0,1597500.0,2024-12-13,R6,78180.0,Off Market,2024-07-25,1695000.0,Brooklyn
35,392 Fenimore St,Brooklyn,NY,11225-5906,Kings,Duplex,5.0,3.0,1960.0,1740.0,1901.0,1657929.0,1480000.0,2019-07-05,R6,97200.0,,,0.0,Brooklyn
36,68 Middleton St,Brooklyn,NY,11206-4825,Kings,Duplex,,,3512.0,1650.0,1901.0,1844517.0,1450000.0,2020-06-12,R6,107280.0,Sold,2019-08-21,1500000.0,Brooklyn
37,7229 66th St,Ridgewood,NY,11385-6987,Queens,Quadruplex,,,3000.0,2500.0,1931.0,1086338.0,,,R5B,150480.0,Off Market,,0.0,Brooklyn
38,7039 64th Pl,Ridgewood,NY,11385-6205,Queens,Duplex,6.0,2.0,2800.0,1800.0,1920.0,1003337.0,1060000.0,2022-03-08,R5D,62040.0,Sold,2021-10-15,1099000.0,Brooklyn
39,7433 65th St,Ridgewood,NY,11385-6950,Queens,Duplex,5.0,2.0,2805.0,2000.0,1930.0,867699.0,920000.0,2021-05-19,R5B,55440.0,Sold,2020-11-09,929000.0,Brooklyn
40,942 Pacific St,Brooklyn,NY,11238-3109,Kings,Triplex,5.0,5.0,2850.0,2090.0,1910.0,3223861.0,2250000.0,2024-06-24,R6B,118020.0,Active,2024-08-20,3495000.0,Brooklyn
41,6150 Linden St,Ridgewood,NY,11385-3323,Queens,Duplex,4.0,3.0,3492.0,2000.0,1901.0,1296587.0,1240000.0,2022-03-18,R5B,66240.0,Sold,2021-12-30,1399000.0,Brooklyn
42,7029 67th Pl,Ridgewood,NY,11385-6626,Queens,Quadruplex,9.0,5.0,3000.0,2400.0,1931.0,1023881.0,1031000.0,2021-10-06,R5B,195750.0,Sold,2021-06-06,1399000.0,Brooklyn
43,6123 Tonsor St,Ridgewood,NY,11385-1227,Queens,Triplex,6.0,4.0,2638.0,2200.0,1965.0,1296221.0,1200000.0,2021-07-12,R5B,65280.0,Sold,2021-03-31,1188888.0,Brooklyn
44,893 Lincoln Pl,Brooklyn,NY,11213-3332,Kings,Duplex,6.0,3.0,3268.0,2006.0,1905.0,2137409.0,1590000.0,2021-03-30,R6,123240.0,,,0.0,Brooklyn
45,871 Putnam Ave,Brooklyn,NY,11221-3507,Kings,Duplex,5.0,3.0,2250.0,1875.0,1901.0,1671508.0,1650000.0,2024-07-18,R6B,109140.0,Off Market,2024-01-13,1695000.0,Brooklyn
46,898 Madison St,Brooklyn,NY,11221-4106,Kings,Duplex,5.0,2.0,1600.0,2500.0,1899.0,922120.0,940000.0,2025-01-23,R6B,55800.0,Off Market,2024-11-13,975000.0,Brooklyn
47,217 Lincoln Rd,Brooklyn,NY,11225-3422,Kings,Duplex,5.0,3.0,2704.0,2050.0,1905.0,1958505.0,1900000.0,2024-02-21,R5,124260.0,Sold,2023-03-08,2129000.0,Brooklyn
48,1077 Dekalb Ave,Brooklyn,NY,11221-2307,Kings,Duplex,5.0,4.0,2700.0,1250.0,2004.0,1544320.0,1075000.0,2021-11-10,R6B,84540.0,Sold,2021-04-08,1188000.0,Brooklyn
49,55 Herbert St,Brooklyn,NY,11222-5062,Kings,Triplex,9.0,3.0,3600.0,1875.0,1910.0,2424782.0,2350000.0,2024-01-31,R6,135180.0,Sold,2023-04-10,2450000.0,Brooklyn
50,351 Jefferson Ave,Brooklyn,NY,11221-6917,Kings,Quadruplex,8.0,4.0,3420.0,1525.0,1900.0,1966006.0,7500.0,1995-04-05,R6A,292140.0,Active,2024-08-16,1999999.0,Brooklyn
51,6440 Catalpa Ave,Ridgewood,NY,11385-5268,Queens,Duplex,6.0,2.0,1844.0,2225.0,1925.0,838223.0,830000.0,2020-11-23,R5B,55140.0,Sold,2020-06-13,865000.0,Brooklyn
52,35 Orient Ave,Brooklyn,NY,11211-2502,Kings,Triplex,8.0,4.0,4000.0,2320.0,1899.0,2887585.0,2575000.0,2019-08-13,R6B,105900.0,,,0.0,Brooklyn
53,215 Schaefer St,Brooklyn,NY,11207-3776,Kings,Triplex,8.0,3.0,3515.0,1950.0,1899.0,1620483.0,925000.0,2017-05-09,R6,95220.0,Canceled,2024-09-10,1750000.0,Brooklyn
54,1391 Park Pl,Brooklyn,NY,11213-2902,Kings,Duplex,5.0,3.0,2240.0,2555.0,1901.0,1233607.0,1060000.0,2021-04-06,R6,62820.0,,,0.0,Brooklyn
55,7047 67th St,Ridgewood,NY,11385-6662,Queens,Duplex,4.0,2.0,1916.0,1916.0,1930.0,853651.0,902000.0,2017-07-18,R4-1,59880.0,Sold,2017-01-03,799000.0,Brooklyn
56,220 Cornelia St,Brooklyn,NY,11221-5227,Kings,Duplex,5.0,3.0,1994.0,1983.0,1991.0,1262150.0,1210000.0,2023-02-17,R6,67800.0,Sold,2022-07-28,1199999.0,Brooklyn
57,7140 68th St,Ridgewood,NY,11385-7062,Queens,Duplex,,,2300.0,1900.0,1915.0,860181.0,750000.0,2021-12-14,R5B,56580.0,Sold,2021-09-25,799000.0,Brooklyn
58,554 Lexington Ave,Brooklyn,NY,11221-1805,Kings,Duplex,4.0,3.0,2001.0,1667.0,1899.0,1251822.0,950000.0,2015-03-25,R6B,69000.0,Off Market,2021-12-06,1950000.0,Brooklyn
59,80A Aberdeen St,Brooklyn,NY,11207-1715,Kings,Duplex,6.0,2.0,1620.0,1808.0,1905.0,931219.0,835000.0,2021-08-05,R6,60000.0,Sold,2020-09-03,859000.0,Brooklyn
60,17 Cornelia St,Brooklyn,NY,11221-7590,Kings,Triplex,11.0,6.0,3000.0,2000.0,1910.0,1451195.0,1175000.0,2018-07-20,R6,82200.0,Off Market,2022-03-16,2125000.0,Brooklyn
61,39 Rockaway Ave,Brooklyn,NY,11233-2513,Kings,Duplex,5.0,3.0,2100.0,1000.0,2008.0,1262166.0,,2021-06-15,R6,70500.0,Off Market,2014-07-14,699000.0,Brooklyn
62,248 Eldert St,Brooklyn,NY,11207-1304,Kings,Duplex,7.0,3.0,2676.0,1983.0,1910.0,1474878.0,1295000.0,2024-01-10,R6,95700.0,Sold,2023-09-29,1274999.0,Brooklyn
63,6523 80th Ave,Ridgewood,NY,11385-6826,Queens,Duplex,3.0,3.0,1232.0,2300.0,1920.0,771048.0,649000.0,2018-08-16,R3A,43920.0,Sold,2018-01-19,649000.0,Brooklyn
64,191 MacDonough St,Brooklyn,NY,11216-2507,Kings,Triplex,6.0,7.0,3600.0,2000.0,1931.0,3093487.0,2999000.0,2023-08-01,R6B,89400.0,Off Market,2023-04-21,3450000.0,Brooklyn
65,14 Gunther Pl,Brooklyn,NY,11233-3207,Kings,Triplex,9.0,5.0,2700.0,1900.0,1901.0,1404708.0,1390000.0,2024-05-30,R5,74160.0,Off Market,2024-01-02,1348000.0,Brooklyn
66,166 Macon St,Brooklyn,NY,11216-2205,Kings,Triplex,5.0,4.0,3760.0,2000.0,1899.0,1672092.0,1395000.0,2021-04-15,R6B,113640.0,,,0.0,Brooklyn
67,389 Fenimore St,Brooklyn,NY,11225-5905,Kings,Duplex,5.0,5.0,2400.0,2000.0,1930.0,2380027.0,1260000.0,2023-07-19,R6,99480.0,Active,2024-06-20,2349000.0,Brooklyn
68,186 Patchen Ave,Brooklyn,NY,11233-1208,Kings,Duplex,5.0,6.0,1800.0,1500.0,1899.0,1961175.0,855000.0,2024-02-07,R6B,84420.0,Pending,2024-10-06,1995000.0,Brooklyn
69,306 Gates Ave,Brooklyn,NY,11216-1321,Kings,Triplex,6.0,5.0,3780.0,2100.0,1920.0,2822486.0,2585000.0,2022-11-16,R6A,131340.0,,,0.0,Brooklyn
70,72 Suydam St,Brooklyn,NY,11221-2637,Kings,Duplex,,,1760.0,2043.0,2000.0,1145868.0,990000.0,2022-07-14,R6,57960.0,Sold,2022-01-08,1489000.0,Brooklyn
71,6918 66th St,Ridgewood,NY,11385-6554,Queens,Duplex,3.0,2.0,1166.0,1800.0,1925.0,,760000.0,2021-07-21,R4-1,31778.0,Sold,2021-03-22,758000.0,Brooklyn
72,5431 Arnold Ave,Maspeth,NY,11378-3332,Queens,Duplex,5.0,2.0,2160.0,1858.0,1915.0,923149.0,880000.0,2021-05-25,R4,34836.0,Sold,2020-08-20,885000.0,Brooklyn
73,1637 Pacific St,Brooklyn,NY,11213-1689,Kings,Duplex,5.0,4.0,2550.0,1700.0,2004.0,1744088.0,,2023-02-01,R6,91380.0,Off Market,2024-08-20,4850.0,Brooklyn
74,314 Degraw St,Brooklyn,NY,11231-5320,Kings,Quadruplex,12.0,9.0,3680.0,2400.0,1920.0,2369385.0,3160000.0,2019-01-28,R6B,,Off Market,2020-08-20,0.0,Brooklyn
75,2116 Rene Ct,Ridgewood,NY,11385-1226,Queens,Duplex,6.0,3.0,2886.0,2000.0,1910.0,952356.0,998000.0,2022-03-09,R5B,58380.0,Sold,2021-10-22,1049000.0,Brooklyn
76,1343 Dekalb Ave,Brooklyn,NY,11221-3362,Kings,Triplex,,,3600.0,2000.0,1920.0,1512987.0,1400000.0,2022-10-03,R6,85320.0,Off Market,2021-01-13,0.0,Brooklyn
77,270 10th St,Brooklyn,NY,11215-3908,Kings,Duplex,5.0,4.0,2978.0,1800.0,1901.0,2553326.0,2510000.0,2021-10-05,R6B,150000.0,Sold,2021-06-10,2520000.0,Brooklyn
78,115 Cambridge Pl,Brooklyn,NY,11238-6014,Kings,Triplex,6.0,6.0,4410.0,2100.0,1899.0,3589005.0,3200000.0,2019-12-24,R6B,240720.0,,,0.0,Brooklyn
79,21 Charlotte St,Ridgewood,NY,11385-1036,Queens,Quadruplex,5.0,2.0,3090.0,2000.0,1901.0,1250364.0,380000.0,2004-05-11,R5B,236250.0,Active,2025-02-05,1395000.0,Brooklyn
80,802 Driggs Ave,Brooklyn,NY,11211-5373,Kings,Quadruplex,1.0,1.0,3185.0,1989.0,1910.0,2490276.0,2700000.0,2025-02-13,M12R6,596250.0,Off Market,2024-04-05,2895000.0,Brooklyn
81,256 N 9th St,Brooklyn,NY,11211-5980,Kings,Duplex,,,1500.0,2500.0,1899.0,747190.0,2850000.0,2018-04-19,M1-2R6A,12896.0,Off Market,,0.0,Brooklyn
82,161 Covert St,Brooklyn,NY,11207-1213,Kings,Triplex,4.0,0.0,2565.0,1558.0,1899.0,1050507.0,1025000.0,2024-03-14,R6,86940.0,Off Market,2016-03-16,3200.0,Brooklyn
83,449 Empire Blvd,Brooklyn,NY,11225-3890,Kings,Quadruplex,9.0,5.0,3567.0,2525.0,1924.0,1720137.0,1375000.0,2017-01-03,R5,338400.0,Sold,2016-07-18,1389000.0,Brooklyn
84,2001 Fulton St,Brooklyn,NY,11233-3127,Kings,Triplex,7.0,3.0,3000.0,1540.0,1899.0,1170715.0,1165000.0,2024-11-27,R6,77760.0,Sold,2015-03-24,769000.0,Brooklyn
85,51 Linden St,Brooklyn,NY,11221-6164,Kings,Triplex,5.0,3.0,2394.0,1376.0,1915.0,1259062.0,1105500.0,2019-03-08,R6,90900.0,,,0.0,Brooklyn
86,15 Pilling St,Brooklyn,NY,11207-1607,Kings,Duplex,5.0,3.0,2001.0,1667.0,1910.0,1143601.0,796500.0,2020-04-06,R6,64080.0,,,0.0,Brooklyn
87,6122 Palmetto St,Ridgewood,NY,11385-3325,Queens,Duplex,6.0,3.0,3417.0,2000.0,1901.0,968393.0,1080000.0,2022-07-21,R5B,63420.0,Sold,2022-05-26,1250000.0,Brooklyn
88,1245 Herkimer St,Brooklyn,NY,11233-3221,Kings,Duplex,4.0,5.0,1972.0,1667.0,1920.0,1099707.0,1175000.0,2017-08-30,R6,47460.0,Sold,2017-06-30,1249000.0,Brooklyn
89,1121 Lafayette Ave,Brooklyn,NY,11221-3799,Kings,Duplex,5.0,3.0,1920.0,1667.0,1915.0,1150701.0,1040000.0,2020-05-12,R6,64800.0,Sold,2020-02-21,995000.0,Brooklyn
90,742 Madison St,Brooklyn,NY,11221-2812,Kings,Duplex,,0.0,1320.0,2500.0,1915.0,1225102.0,1333000.0,2018-10-10,R6B,73800.0,Off Market,2015-03-18,1150000.0,Brooklyn
91,745 Lexington Ave,Brooklyn,NY,11221-6754,Kings,Duplex,5.0,3.0,2016.0,1600.0,1899.0,2284824.0,1220000.0,2020-01-15,R6B,97140.0,,,0.0,Brooklyn
92,347 Bainbridge St,Brooklyn,NY,11233-1903,Kings,Duplex,5.0,5.0,2600.0,1875.0,1899.0,2170250.0,1.0,2022-07-26,R6B,91740.0,Off Market,2021-05-10,0.0,Brooklyn
93,2315 Pacific St,Brooklyn,NY,11233-6854,Kings,Triplex,8.0,7.0,3417.0,2117.0,2016.0,1452832.0,1280000.0,2021-06-24,R6,76500.0,,,0.0,Brooklyn
94,1864 Linden St,Ridgewood,NY,11385-2230,Queens,Triplex,7.0,3.0,3000.0,2500.0,1910.0,1364696.0,1325000.0,2023-07-12,R5B,82320.0,Sold,2022-02-01,1399000.0,Brooklyn
95,164 Hall St,Brooklyn,NY,11205-5001,Kings,Triplex,5.0,1.0,3040.0,1908.0,1901.0,2607725.0,2285000.0,2020-05-14,R6B,154260.0,,,0.0,Brooklyn
96,1833 Norman St,Ridgewood,NY,11385-5815,Queens,Duplex,5.0,2.0,2140.0,2363.0,1920.0,1277256.0,1250000.0,2023-10-13,R5B,63420.0,Off Market,2022-06-06,1250000.0,Brooklyn
97,20 Garfield Pl,Brooklyn,NY,11215-2078,Kings,Quadruplex,,,4890.0,2725.0,2017.0,1722195.0,1624109.0,2020-04-16,R6B,,Off Market,,0.0,Brooklyn
98,391 Bainbridge St,Brooklyn,NY,11233-2315,Kings,Duplex,5.0,4.0,2430.0,1800.0,1899.0,2116033.0,1800000.0,2018-12-14,R5B,96600.0,,,0.0,Brooklyn
99,69 Lewis Ave,Brooklyn,NY,11206-6715,Kings,Duplex,7.0,7.0,2800.0,1334.0,1901.0,1698468.0,,2022-05-20,R6B,78900.0,Off Market,2024-08-06,5295.0,Brooklyn
100,566 Jefferson Ave,Brooklyn,NY,11221-1607,Kings,Duplex,4.0,3.0,2694.0,1900.0,1899.0,2294403.0,1740000.0,2019-08-26,R6B,105240.0,,,0.0,Brooklyn
101,347 Bleecker St,Brooklyn,NY,11237-5079,Kings,Triplex,9.0,3.0,3078.0,1958.0,1899.0,2448214.0,2425000.0,2024-05-31,R6,83520.0,Expired,2024-02-15,2500000.0,Brooklyn
102,591 Putnam Ave,Brooklyn,NY,11221-1601,Kings,Duplex,5.0,5.0,3240.0,1800.0,1901.0,2164315.0,2604000.0,2021-12-29,R6B,106740.0,Off Market,2024-06-26,2600.0,Brooklyn
103,73 Harman St,Brooklyn,NY,11221-3817,Kings,Duplex,2.0,1.0,2070.0,1800.0,1920.0,1797185.0,,2022-09-23,R6,69660.0,Off Market,2024-06-06,3195.0,Brooklyn
104,378 Greene Ave,Brooklyn,NY,11216-1108,Kings,Quadruplex,4.0,4.0,3247.0,1933.0,1931.0,3122670.0,2600000.0,2021-04-20,R6B,278100.0,,,0.0,Brooklyn
105,2062 Pacific St,Brooklyn,NY,11233-4010,Kings,Triplex,2.0,2.0,2064.0,1813.0,1901.0,1029240.0,999999.0,2021-12-16,R6,49620.0,Off Market,2024-07-08,3995.0,Brooklyn
106,63 Buffalo Ave,Brooklyn,NY,11233-3703,Kings,Duplex,5.0,4.0,2016.0,1320.0,1905.0,1324455.0,,2020-03-05,M1-1,71220.0,Off Market,2024-10-16,1350000.0,Brooklyn
107,2105A Pacific St,Brooklyn,NY,11233-5946,Kings,Triplex,,,2400.0,1667.0,1901.0,1371679.0,751000.0,2024-08-15,R6,65340.0,Pending,2024-12-05,1399000.0,Brooklyn
108,630 Macon St,Brooklyn,NY,11233-1518,Kings,Triplex,6.0,4.0,3178.0,1800.0,1901.0,2216433.0,2075000.0,2022-07-15,R6B,102960.0,Sold,2021-09-22,2150000.0,Brooklyn
109,6018 Catalpa Ave,Ridgewood,NY,11385-5160,Queens,Duplex,5.0,2.0,3492.0,2017.0,1901.0,989623.0,1150000.0,2023-06-27,R5B,68340.0,Sold,2023-03-29,989000.0,Brooklyn
110,1873 Greene Ave,Ridgewood,NY,11385-1555,Queens,Quadruplex,8.0,4.0,2600.0,1875.0,1930.0,1273677.0,1200000.0,2021-10-15,R5B,318150.0,Off Market,2020-04-27,0.0,Brooklyn
111,336 Marion St,Brooklyn,NY,11233-2404,Kings,Duplex,5.0,3.0,2564.0,1975.0,1997.0,1159090.0,1149000.0,2024-10-10,R6,61140.0,Pending,2024-06-15,1250000.0,Brooklyn
112,1098 Gates Ave,Brooklyn,NY,11221-4304,Kings,Duplex,5.0,4.0,2048.0,2220.0,1994.0,1066626.0,980000.0,2021-06-23,R6,64260.0,,,0.0,Brooklyn
113,587 Bainbridge St,Brooklyn,NY,11233-2003,Kings,Triplex,5.0,3.0,2430.0,1800.0,1901.0,1404678.0,1360000.0,2024-01-31,R6,76320.0,Sold,2023-11-29,1375000.0,Brooklyn
114,6070 Saint Felix Ave,Ridgewood,NY,11385-6074,Queens,Duplex,,,2236.0,2500.0,1925.0,928248.0,940000.0,2021-07-01,R4-1,56040.0,Off Market,,0.0,Brooklyn
115,343 Vernon Ave,Brooklyn,NY,11206-6701,Kings,Triplex,12.0,4.0,4000.0,1600.0,1899.0,2064671.0,1999000.0,2024-01-09,R6B,118440.0,Sold,2023-08-23,2000000.0,Brooklyn
116,962 Gates Ave,Brooklyn,NY,11221-3601,Kings,Duplex,7.0,4.0,1710.0,1900.0,1899.0,1407992.0,1575000.0,2018-08-28,R6A,79560.0,,,0.0,Brooklyn
117,700 Halsey St,Brooklyn,NY,11233-1207,Kings,Duplex,5.0,2.0,2376.0,1667.0,1899.0,1967256.0,1525000.0,2021-09-01,R6B,102660.0,,,0.0,Brooklyn
118,362 Hancock St,Brooklyn,NY,11216-2401,Kings,Duplex,6.0,7.0,2940.0,1750.0,1901.0,2671688.0,2225000.0,2019-06-05,R6B,109140.0,,,0.0,Brooklyn
119,386A Lafayette Ave,Brooklyn,NY,11238-5396,Kings,Duplex,4.0,5.0,1830.0,1190.0,1899.0,2394644.0,1300000.0,2024-04-16,R6A,123960.0,Active,2025-01-24,2799000.0,Brooklyn
120,947 Lorimer St,Brooklyn,NY,11222-3103,Kings,Triplex,5.0,4.0,2970.0,1875.0,1901.0,2949116.0,100000.0,2023-11-10,R6B,113340.0,Sold,2023-01-13,2800000.0,Brooklyn
121,269 Lefferts Ave,Brooklyn,NY,11225-4114,Kings,Duplex,5.0,4.0,2108.0,2000.0,1910.0,2571912.0,2550000.0,2023-04-26,R7-1,97740.0,Sold,2022-04-20,2550000.0,Brooklyn
122,597 5th St,Brooklyn,NY,11215-3503,Kings,Duplex,,,2955.0,1700.0,1899.0,4330726.0,4275000.0,2024-06-17,R7B,230940.0,Off Market,2024-02-21,15500.0,Brooklyn
123,363 Franklin Ave,Brooklyn,NY,11238-6398,Kings,Triplex,7.0,7.0,3744.0,1700.0,2009.0,1864891.0,1855000.0,2024-08-19,R6A,137160.0,Expired,2024-02-28,2000000.0,Brooklyn
124,1060 Seneca Ave,Ridgewood,NY,11385-5811,Queens,Duplex,6.0,12.0,2328.0,1840.0,1920.0,995116.0,950000.0,2019-09-27,R6B,69480.0,Sold,2019-05-20,999900.0,Brooklyn
125,924 Lafayette Ave,Brooklyn,NY,11221-6489,Kings,Quadruplex,3.0,2.0,5047.0,2083.0,2022.0,2049288.0,1450000.0,2025-01-27,R6B,609300.0,Off Market,2024-01-16,1295000.0,Brooklyn
126,28 Conselyea St,Brooklyn,NY,11211-2202,Kings,Triplex,6.0,4.0,3990.0,1875.0,1899.0,3392732.0,3025000.0,2019-12-18,R6B,156720.0,,,0.0,Brooklyn
127,119 Calyer St,Brooklyn,NY,11222-3585,Kings,Triplex,5.0,5.0,2295.0,1177.0,1910.0,2731600.0,2650000.0,2024-01-29,R6B,126960.0,Sold,2023-10-26,2650000.0,Brooklyn
128,1039 Halsey St,Brooklyn,NY,11207-3459,Kings,Duplex,7.0,3.0,3300.0,2000.0,1920.0,1516866.0,1145000.0,2019-03-05,R6,76920.0,Sold,2018-05-21,1145000.0,Brooklyn
129,810 Marcy Ave,Brooklyn,NY,11216-1513,Kings,Quadruplex,7.0,5.0,2400.0,1700.0,1931.0,2825638.0,2500000.0,2018-08-06,R6B,204120.0,Active,2024-09-12,2995000.0,Brooklyn
