property_id,property_address,property_city,property_state,property_zip,property_county,property_type_detail,bedroom_count,bathroom_count,total_building_area_square_feet,lot_size_square_feet,year_built,estimated_value,last_sale_price,last_sale_date,zoning_code,total_assessed_value,mls_status,mls_listing_date,mls_listing_amount,borough
1,26 Washington Sq N,New York,NY,10011-9167,New York,Apartment House (5+ Units),10.0,13.0,7631.0,2418.0,1900.0,2801703.0,,2002-03-14,R6,1123668.0,Off Market,2024-10-14,27500000,Manhattan
2,29 W 12th St,New York,NY,10011-8512,New York,Apartment House (5+ Units),,1.0,7993.0,2287.0,1920.0,2683336.0,,2002-07-09,R6,1346760.0,Off Market,,0,Manhattan
3,141 Macdougal St,New York,NY,10012,New York,Cooperative Unit,,,13070.0,2924.0,1900.0,,,,R7-2,1462500.0,,,0,Manhattan
4,64 Avenue C,New York,NY,10009-6928,New York,Cooperative Unit,,,16872.0,3991.0,1910.0,5207213.0,,,R7A,767520.0,,,0,Manhattan
5,69 Washington Pl,New York,NY,10011-9183,New York,Cooperative Unit,,,5378.0,2144.0,1900.0,1652774.0,,,R7-2,623337.0,Off Market,,0,Manhattan
6,180 Riverside Dr,New York,NY,10024-1021,New York,Cooperative Unit,,,203436.0,18350.0,1922.0,,100000.0,2019-05-17,R10A,13852440.0,Off Market,,0,Manhattan
7,534 9th Ave,New York,NY,10018-1307,New York,Cooperative Unit,,,9575.0,2475.0,1901.0,338976.0,158640.0,2016-10-28,C17A,921060.0,Off Market,,0,Manhattan
8,1020 5th Ave,New York,NY,10028-0133,New York,Cooperative Unit,5.0,5.0,66983.0,6216.0,1925.0,782710.0,,2020-12-09,R10,7493340.0,Off Market,2008-09-12,0,Manhattan
9,166 Mulberry St,New York,NY,10013-3751,New York,Cooperative Unit,1.0,1.0,6045.0,2404.0,1900.0,2708559.0,7500.0,2012-07-17,C62G,312757.0,Off Market,,0,Manhattan
10,210 Forsyth St,New York,NY,10002-1332,New York,Cooperative Unit,,,8820.0,2500.0,1900.0,590285.0,,,C44A,747603.0,Off Market,,0,Manhattan
11,335 W 21st St,New York,NY,10011-3050,New York,Cooperative Unit,1.0,2.0,10250.0,2469.0,1920.0,795000.0,,2020-12-31,R7B,1196910.0,Active,2024-11-08,795000,Manhattan
12,217 E 33rd St,New York,NY,10016-4800,New York,Apartment House (5+ Units),,,15725.0,3946.0,1930.0,,,1995-05-31,R8B,2457930.0,,,0,Manhattan
13,344 W 48th St,New York,NY,10036-1319,New York,Cooperative Unit,2.0,1.0,9020.0,2510.0,1900.0,4290232.0,,,R8,935100.0,Off Market,,0,Manhattan
14,40 Downing St,New York,NY,10014-4324,New York,Cooperative Unit,,,36850.0,4500.0,1900.0,1936529.0,5000.0,1994-07-19,R6,3112650.0,Off Market,,0,Manhattan
15,46 Rivington St,New York,NY,10002-1360,New York,Cooperative Unit,2.0,2.0,18120.0,4500.0,1920.0,3979524.0,315000.0,2018-01-31,C44A,933120.0,,,0,Manhattan
16,490 Amsterdam Ave,New York,NY,10024-4654,New York,Cooperative Unit,2.0,1.0,9375.0,2475.0,1940.0,708352.0,,,C27A,339023.0,Off Market,,0,Manhattan
17,413 W 50th St,New York,NY,10019-6528,New York,Cooperative Unit,,,7800.0,2510.0,1880.0,522400.0,,,R8,600940.0,Active,2024-08-08,5793,Manhattan
18,530 E 85th St,New York,NY,10028-7465,New York,Cooperative Unit,2.0,1.0,8145.0,2554.0,1925.0,6749009.0,440000.0,2014-07-24,R8B,894510.0,Sold,2008-11-17,0,Manhattan
19,791 Greenwich St,New York,NY,10014-1868,New York,Cooperative Unit,,,8276.0,2207.0,1915.0,12092936.0,460000.0,2013-10-25,C1-6,444344.0,Off Market,,0,Manhattan
20,8 Bethune St,New York,NY,10014-1807,New York,Cooperative Unit,,,8276.0,2700.0,1901.0,2178341.0,,,C1-6,1303750.0,Off Market,,0,Manhattan
21,223 E 85th St,New York,NY,10028-3052,New York,Apartment House (5+ Units),,,13459.0,2477.0,1920.0,1975200.0,,2002-06-19,R8B,1847950.0,,,0,Manhattan
22,221 E 85th St,New York,NY,10028-3017,New York,Apartment House (5+ Units),,,14304.0,2486.0,1901.0,1989418.0,,,R8B,1916640.0,,,0,Manhattan
23,9 5th Ave Fl 5B,New York,NY,10017-2496,New York,Cooperative Unit,,,392071.0,37566.0,1955.0,799265.0,,,R10,,,,0,Manhattan
24,141 Wooster St,New York,NY,10012-3163,New York,Cooperative Unit,,,54600.0,7500.0,1910.0,3797198.0,3650000.0,2020-03-03,M15R7X,7013520.0,,,0,Manhattan
25,11 W 69th St,New York,NY,10023-4720,New York,Cooperative Unit,,,43820.0,6025.0,1928.0,1405641.0,,,R8B,4520830.0,,,0,Manhattan
26,550 Park Ave Fl 13E,New York,NY,10065-7345,New York,Cooperative Unit,,,156390.0,11715.0,1917.0,8523582.0,8750000.0,2022-03-02,R10,,Off Market,,0,Manhattan
27,304 W 78th St,New York,NY,10024-6546,New York,Cooperative Unit,1.0,1.0,5580.0,1634.0,1900.0,903634.0,799000.0,2019-09-10,R8B,720252.0,Off Market,2019-02-12,0,Manhattan
28,11 E 86th St,New York,NY,10028-0501,New York,Cooperative Unit,,,126440.0,10071.0,1960.0,2470162.0,3995000.0,2023-06-17,R10,11320920.0,Sold,2022-02-28,3995000,Manhattan
29,215 W 78th St,New York,NY,10024-6629,New York,Cooperative Unit,,,62403.0,8377.0,1926.0,1911108.0,2950000.0,2021-02-25,R8B,7450500.0,,,0,Manhattan
30,324 W 89th St,New York,NY,10024-2139,New York,Cooperative Unit,1.0,0.0,6364.0,2215.0,1910.0,,455500.0,2014-11-24,R8,611794.0,Sold,2011-06-28,0,Manhattan
31,333 E 55th St,New York,NY,10022-8316,New York,Cooperative Unit,2.0,2.0,108131.0,12577.0,1962.0,,730000.0,2021-08-05,R8,10819270.0,Off Market,2020-03-10,0,Manhattan
32,214 W 17th St,New York,NY,10011-5305,New York,Cooperative Unit,,0.0,26400.0,4600.0,1900.0,2962393.0,,,C62A,2558790.0,Off Market,,0,Manhattan
33,344 W 89th St,New York,NY,10024-2114,New York,Cooperative Unit,0.0,1.0,6300.0,2014.0,1900.0,860985.0,1360000.0,2021-08-30,R8,544592.0,Off Market,2022-05-10,0,Manhattan
34,323 W 86th St,New York,NY,10024,New York,Cooperative Unit,,,82655.0,7553.0,1926.0,1699999.0,1700000.0,2024-10-01,R10A,7127370.0,,,0,Manhattan
35,33 E 22nd St,New York,NY,10010-5306,New York,Cooperative Unit,,,32415.0,9604.0,1938.0,710977.0,,,C64M,3355590.0,Off Market,,0,Manhattan
36,54 W 82nd St,New York,NY,10024-5626,New York,Cooperative Unit,2.0,2.0,8467.0,2247.0,1900.0,1013617.0,940000.0,2020-12-08,R8B,900956.0,,,0,Manhattan
37,160 E 26th St,New York,NY,10010-1800,New York,Cooperative Unit,,,31283.0,4709.0,1925.0,,759000.0,2019-12-16,C2-8,4364320.0,Sold,,0,Manhattan
38,626 E 14th St,New York,NY,10009-3312,New York,Cooperative Unit,,,65585.0,17372.0,1920.0,415000.0,415000.0,2024-10-30,R7-2,6074730.0,Off Market,,0,Manhattan
39,874 Broadway,New York,NY,10003-1222,New York,Cooperative Unit,1.0,1.0,43073.0,4575.0,1900.0,,,,M15M,5504400.0,Off Market,2008-05-29,0,Manhattan
40,38 E 1st St,New York,NY,10003-9345,New York,Cooperative Unit,,,41236.0,19281.0,1920.0,2663598.0,,1994-12-14,R8B,4257560.0,,,0,Manhattan
41,20 Bethune St,New York,NY,10014-7206,New York,Cooperative Unit,2.0,1.0,12290.0,3203.0,1920.0,617464.0,1100000.0,2007-07-27,R6,1391150.0,Off Market,,0,Manhattan
42,219 E 69th St,New York,NY,10021-5452,New York,Apartment House (5+ Units),1.0,1.0,163875.0,19079.0,1957.0,1518980.0,435000.0,2019-10-28,R8B,15406470.0,Off Market,,0,Manhattan
43,38 W 26th St,New York,NY,10010-2012,New York,Cooperative Unit,3.0,2.0,65150.0,5925.0,1909.0,7811954.0,3700000.0,2019-11-08,M1-6,6307380.0,Off Market,2022-09-21,0,Manhattan
44,1197 Park Ave,New York,NY,10128-1703,New York,Cooperative Unit,,,210988.0,17616.0,1961.0,997470.0,997470.0,2024-11-12,R10,21962520.0,,,0,Manhattan
45,411 E 51st St,New York,NY,10022-6462,New York,Apartment House (5+ Units),,,4447.0,1883.0,1930.0,3662650.0,,,R8B,748346.0,,,0,Manhattan
46,28 5th Ave,New York,NY,10011-8845,New York,Cooperative Unit,0.0,0.0,168806.0,14174.0,1923.0,2387026.0,1200000.0,2025-01-13,R10,22272750.0,Off Market,,0,Manhattan
47,430 E 77th St,New York,NY,10075-2327,New York,Cooperative Unit,2.0,1.0,23303.0,5108.0,1960.0,346059.0,325000.0,2024-01-11,R8B,2836420.0,Off Market,,0,Manhattan
48,1071 3rd Ave,New York,NY,10065-7477,New York,Cooperative Unit,,,158500.0,13055.0,1963.0,1150000.0,1150000.0,2024-10-30,C1-9,18299250.0,,,0,Manhattan
49,160 9th Ave,New York,NY,10011-4944,New York,Cooperative Unit,,,21304.0,5757.0,1920.0,796096.0,713000.0,2025-01-14,C26A,2713310.0,,,0,Manhattan
50,328 W 96th St,New York,NY,10025-6113,New York,Cooperative Unit,2.0,2.0,16134.0,4195.0,1930.0,1133187.0,1400000.0,2021-01-20,R8,1651050.0,Active,2025-02-15,1050000,Manhattan
51,352 W 48th St,New York,NY,10036-1322,New York,Cooperative Unit,,,19465.0,5021.0,1920.0,3680803.0,318000.0,2020-09-25,R8,1738260.0,,,0,Manhattan
52,26 W 69th St,New York,NY,10023,New York,Cooperative Unit,,,27308.0,4117.0,1925.0,2215917.0,2275000.0,2022-05-05,R8B,2562020.0,,,0,Manhattan
53,160 E 3rd St,New York,NY,10009-7718,New York,Cooperative Unit,,,55947.0,16998.0,1940.0,843533.0,675000.0,2018-09-20,R8B,5337000.0,Sold,,0,Manhattan
54,350 W 48th St,New York,NY,10036-1332,New York,Cooperative Unit,1.0,1.0,9610.0,2510.0,1920.0,605417.0,585000.0,2022-09-23,R8,297736.0,Off Market,,0,Manhattan
55,889 Broadway,New York,NY,10003-1212,New York,Cooperative Unit,,,44140.0,5275.0,1920.0,2177406.0,2100000.0,2024-03-29,M15M,5891920.0,Off Market,,0,Manhattan
56,224 E 18th St,New York,NY,10003-3652,New York,Cooperative Unit,1.0,2.0,4815.0,1440.0,1920.0,1513192.0,1360000.0,2018-04-10,R7B,541343.0,Off Market,2025-01-27,1500000,Manhattan
57,908 Park Ave,New York,NY,10075,New York,Cooperative Unit,,,70322.0,6533.0,1925.0,887230.0,875000.0,2022-05-24,R10,6911280.0,Off Market,,0,Manhattan
58,1251 3rd Ave,New York,NY,10021-4301,New York,Cooperative Unit,0.0,0.0,206504.0,24480.0,1966.0,,725000.0,2024-10-15,R10A,22904730.0,Off Market,,0,Manhattan
59,103 Clinton St,New York,NY,10002-3444,New York,Cooperative Unit,2.0,2.0,9850.0,2530.0,1920.0,2762582.0,309000.0,2023-01-27,R8A,585450.0,Off Market,,0,Manhattan
60,315 W 55th St,New York,NY,10019-4503,New York,Cooperative Unit,0.0,1.0,26959.0,5725.0,1945.0,449240.0,423000.0,2020-11-17,R8,3198960.0,Off Market,2017-02-19,0,Manhattan
61,317 E 18th St,New York,NY,10003-2821,New York,Cooperative Unit,,,14292.0,3680.0,1920.0,,,,R7B,1462500.0,,,0,Manhattan
62,179 E 79th St,New York,NY,10075-0467,New York,Cooperative Unit,2.0,2.0,61300.0,6345.0,1928.0,,6750000.0,2017-06-26,R10A,7417120.0,Off Market,2009-09-20,0,Manhattan
63,11 W 67th St,New York,NY,10023-6237,New York,Cooperative Unit,0.0,0.0,212000.0,15062.0,1917.0,,350000.0,2023-08-29,R8,25759040.0,Off Market,,0,Manhattan
64,154 E 97th St,New York,NY,10029-7311,New York,Cooperative Unit,,,8640.0,2727.0,1930.0,2689033.0,369000.0,2024-11-14,R7-2,649080.0,Off Market,,0,Manhattan
65,41 W 82nd St,New York,NY,10024-5610,New York,Cooperative Unit,1.0,1.0,59824.0,8513.0,1916.0,1151808.0,,,R8B,5307630.0,Off Market,,0,Manhattan
66,22 Irving Pl,New York,NY,10003-2304,New York,Cooperative Unit,0.0,1.0,16200.0,4940.0,1945.0,,562000.0,2014-07-23,R8A,1979020.0,Off Market,2015-11-21,0,Manhattan
67,9 5th Ave Fl 7R,New York,NY,10017-2496,New York,Cooperative Unit,,,392071.0,37566.0,1955.0,,,,R10,,,,0,Manhattan
68,310 W End Ave,New York,NY,10023-8146,New York,Cooperative Unit,0.0,1.0,85836.0,6436.0,1925.0,,23036.0,2022-03-23,R10A,8911970.0,Off Market,,0,Manhattan
69,34 Laight St,New York,NY,10013-2133,New York,Cooperative Unit,6.0,6.0,25300.0,5060.0,1915.0,4239498.0,4075000.0,2020-02-13,C62A,2141281.0,Off Market,2017-11-06,0,Manhattan
70,13 Downing St,New York,NY,10014-4747,New York,Cooperative Unit,,,8656.0,2360.0,1920.0,4991462.0,1450000.0,2019-12-16,R6,1010430.0,Off Market,,0,Manhattan
71,140 E 28th St,New York,NY,10016-8114,New York,Cooperative Unit,1.0,1.0,98359.0,11109.0,1931.0,,1695000.0,2024-05-30,R8B,11042638.0,Off Market,2024-04-04,1095000,Manhattan
72,120 E 75th St,New York,NY,10021-3240,New York,Cooperative Unit,4.0,4.0,56500.0,8735.0,1923.0,,205000.0,2023-07-11,R8B,5511350.0,Off Market,,0,Manhattan
73,480 W End Ave,New York,NY,10024,New York,Cooperative Unit,,,140076.0,13750.0,1913.0,2099782.0,,,R10A,11500200.0,,,0,Manhattan
74,234 W 21st St,New York,NY,10011-3446,New York,Cooperative Unit,3.0,1.0,32718.0,6335.0,1913.0,1163358.0,1395000.0,2022-03-23,R8B,3484150.0,,,0,Manhattan
75,4 E 88th St,New York,NY,10128-0509,New York,Cooperative Unit,,,57726.0,8915.0,1922.0,,,,R8B,6696660.0,Off Market,,0,Manhattan
76,680 Washington St,New York,NY,10014-2533,New York,Cooperative Unit,,,31705.0,10252.0,1975.0,1070648.0,1050000.0,2023-03-01,C1-7,1743930.0,Off Market,,0,Manhattan
77,317 E 3rd St,New York,NY,10009-7803,New York,Cooperative Unit,,,20076.0,4664.0,1925.0,4483337.0,590000.0,2020-03-04,R8B,1106730.0,Off Market,,0,Manhattan
78,357 W End Ave,New York,NY,10024-6815,New York,Cooperative Unit,,,4900.0,1125.0,1920.0,1168743.0,,,R10A,678192.0,Off Market,,0,Manhattan
79,303 E 8th St,New York,NY,10009-5248,New York,Cooperative Unit,3.0,2.0,18216.0,4157.0,1900.0,6754255.0,1225000.0,2022-04-20,R8B,1654650.0,,,0,Manhattan
80,1725 York Ave,New York,NY,10128-7807,New York,Cooperative Unit,5.0,5.0,391194.0,34745.0,1971.0,908249.0,2325000.0,2020-12-17,R10,40648080.0,Off Market,2024-04-12,2587500,Manhattan
81,339 W 55th St,New York,NY,10019,New York,Cooperative Unit,,,58662.0,9540.0,1925.0,,527500.0,2024-04-22,R8,6019560.0,,,0,Manhattan
82,208 E 84th St,New York,NY,10028-2925,New York,Cooperative Unit,,,36160.0,10216.0,1910.0,437737.0,425000.0,2024-04-02,R8B,4987340.0,,,0,Manhattan
83,202 W 83rd St,New York,NY,10024-4935,New York,Apartment House (5+ Units),,,5600.0,1880.0,1900.0,1843128.0,,2021-11-19,C27A,398736.0,,,0,Manhattan
84,231 E 54th St,New York,NY,10022-4708,New York,Cooperative Unit,,,6040.0,2511.0,1900.0,4793796.0,,,C1-9,846990.0,Off Market,,0,Manhattan
85,112 Prince St,New York,NY,10012-3160,New York,Cooperative Unit,,,17040.0,3000.0,1900.0,4173678.0,4200000.0,2023-01-05,M15R7X,1664343.0,Off Market,,0,Manhattan
86,318 W 19th St,New York,NY,10011-3974,New York,Cooperative Unit,,,22700.0,6045.0,1900.0,715813.0,1225000.0,2019-12-06,R7B,2690550.0,Off Market,,0,Manhattan
87,1562 York Ave,New York,NY,10028,New York,Cooperative Unit,,,255420.0,21925.0,1965.0,,1186500.0,2024-10-08,R10,26778030.0,,,0,Manhattan
88,131 E 93rd St,New York,NY,10128-1606,New York,Cooperative Unit,,,38034.0,6040.0,1923.0,929958.0,,,C18X,3265519.0,Off Market,,0,Manhattan
89,48 Great Jones St,New York,NY,10012-1133,New York,Cooperative Unit,,,36390.0,5550.0,1920.0,3366041.0,,,M15R7X,4393330.0,,,0,Manhattan
90,515 E 85th St,New York,NY,10028-7421,New York,Cooperative Unit,1.0,1.0,81215.0,10300.0,1962.0,926192.0,807000.0,2024-10-11,R8B,8226430.0,Sold,2024-04-04,807000,Manhattan
91,55 Crosby St,New York,NY,10012-4429,New York,Cooperative Unit,,,12500.0,2500.0,1900.0,855053.0,,,M15R7D,1481328.0,Off Market,,0,Manhattan
92,1632 2nd Ave,New York,NY,10028-4402,New York,Cooperative Unit,,,218170.0,11850.0,1987.0,2713313.0,2650000.0,2024-05-21,C1-9,24334920.0,Off Market,,0,Manhattan
93,100 W 81st St,New York,NY,10024-5936,New York,Cooperative Unit,2.0,3.0,29540.0,4605.0,1920.0,1759805.0,3043178.0,2017-05-03,C18A,2966430.0,Off Market,2020-07-21,0,Manhattan
94,367 E 10th St,New York,NY,10009-4780,New York,Cooperative Unit,,,10728.0,3790.0,1900.0,5010293.0,,,R8B,547920.0,,,0,Manhattan
95,2 Charlton St,New York,NY,10014-4909,New York,Cooperative Unit,1.0,1.0,172836.0,16342.0,1966.0,,126250.0,2023-07-14,R7-2,21426020.0,Off Market,,0,Manhattan
96,64 E 86th St,New York,NY,10028-1016,New York,Cooperative Unit,,,59948.0,6521.0,1917.0,1379811.0,,,R10,5787180.0,,,0,Manhattan
97,96 Grand St,New York,NY,10013-2633,New York,Cooperative Unit,4.0,4.0,23875.0,4397.0,1910.0,8554908.0,4000000.0,2024-05-03,M15R7X,1771002.0,Sold,2021-05-27,8450000,Manhattan
98,136 W 75th St,New York,NY,10023-1923,New York,Cooperative Unit,0.0,1.0,27176.0,6436.0,1940.0,3345256.0,3400000.0,2022-09-13,R8B,2588400.0,Sold,,0,Manhattan
99,18 W 87th St,New York,NY,10024-3525,New York,Cooperative Unit,9.0,10.0,6350.0,2013.0,1910.0,696705.0,465000.0,2012-08-21,R7-2,902242.0,Sold,2008-10-28,0,Manhattan
100,1084 2nd Ave,New York,NY,10022,New York,Cooperative Unit,0.0,0.0,539027.0,34926.0,1968.0,800965.0,750000.0,2021-07-26,C1-9,60704460.0,Off Market,,0,Manhattan
101,356 E 36th St,New York,NY,10016-3797,New York,Cooperative Unit,,,74368.0,7406.0,1926.0,1107522.0,,,C64M,5996872.0,,,0,Manhattan
102,296 Lexington Ave,New York,NY,10016,New York,Cooperative Unit,,,75273.0,6400.0,1940.0,,360000.0,2024-03-15,R10,8302326.0,,,0,Manhattan
103,1659 2nd Ave,New York,NY,10028-3104,New York,Cooperative Unit,,,363389.0,25177.0,1970.0,1557175.0,1530000.0,2023-11-06,C28A,41410260.0,Off Market,,0,Manhattan
104,359 W 29th St,New York,NY,10001-4787,New York,Cooperative Unit,,,13004.0,4345.0,1921.0,1664587.0,1620000.0,2022-11-18,C62A,1067040.0,Off Market,,0,Manhattan
105,1250 3rd Ave,New York,NY,10021,New York,Cooperative Unit,3.0,3.0,326054.0,20433.0,1960.0,1842089.0,1800000.0,2023-07-27,R10A,34040250.0,Off Market,,0,Manhattan
106,12 Bank St,New York,NY,10014-5233,New York,Cooperative Unit,,,3300.0,900.0,1910.0,871046.0,,,R6,471169.0,Off Market,,0,Manhattan
107,413 W 22nd St,New York,NY,10011-2518,New York,Apartment House (5+ Units),14.0,18.0,3500.0,1481.0,1900.0,4726261.0,4700000.0,2023-03-07,R7B,477851.0,Off Market,2022-09-15,0,Manhattan
108,231 E 10th St,New York,NY,10003-7610,New York,Cooperative Unit,1.0,,9365.0,2416.0,1900.0,8030432.0,10000.0,2019-08-27,R8B,667170.0,Off Market,,0,Manhattan
109,167 W 73rd St,New York,NY,10023-2942,New York,Cooperative Unit,,,11655.0,3366.0,1910.0,856772.0,725000.0,2020-06-29,R8B,1428964.0,,,0,Manhattan
110,18 W 90th St,New York,NY,10024-1547,New York,Apartment House (5+ Units),,,6924.0,2114.0,1930.0,2771879.0,660000.0,2024-12-18,R7-2,772200.0,,,0,Manhattan
111,50 Gramercy Park N,New York,NY,10010-6319,New York,Cooperative Unit,5.0,4.0,65480.0,7999.0,1924.0,72789.0,2150000.0,2024-09-11,R9A,8910902.0,Off Market,2018-04-03,0,Manhattan
112,625 E 6th St,New York,NY,10009-6876,New York,Cooperative Unit,,,6985.0,2248.0,1910.0,756068.0,,,R8B,53018.0,Off Market,,0,Manhattan
113,695 9th Ave,New York,NY,10036-3627,New York,Cooperative Unit,,,21225.0,5017.0,1900.0,91240.0,80320.0,2020-09-04,R8,1987380.0,Off Market,,0,Manhattan
114,155 E 2nd St,New York,NY,10009-8001,New York,Cooperative Unit,,,12330.0,3584.0,1900.0,10065335.0,,,R8B,756960.0,Off Market,,0,Manhattan
115,414 E 88th St Bsmt 1,New York,NY,10128-6615,New York,Cooperative Unit,,,,,,,,,R8B,,,,0,Manhattan
116,93 S End Ave,New York,NY,10280-1118,New York,Cooperative Unit,,,53736.0,4569.0,1929.0,1456603.0,1390500.0,2019-10-01,R10A,5603670.0,,,0,Manhattan
117,13 W 24th St,New York,NY,10010-3208,New York,Cooperative Unit,,,48991.0,5100.0,1906.0,774749.0,,2019-04-25,M1-6,6574320.0,,,0,Manhattan
118,320 W 84th St,New York,NY,10024-4204,New York,Cooperative Unit,1.0,1.0,24941.0,5108.0,1900.0,,600000.0,2017-08-14,R8B,2286840.0,Sold,,0,Manhattan
119,133 W 89th St,New York,NY,10024-1913,New York,Cooperative Unit,,,10930.0,2517.0,1910.0,452256.0,435000.0,2023-11-30,R7-2,1070730.0,Off Market,,0,Manhattan
120,123 W 93rd St,New York,NY,10025-7572,New York,Cooperative Unit,,,107243.0,13900.0,1926.0,1527677.0,1690000.0,2020-06-15,R7-2,7377550.0,Off Market,,0,Manhattan
121,34 N Moore St,New York,NY,10013-2437,New York,Cooperative Unit,,,28500.0,4375.0,1910.0,5438054.0,5475000.0,2023-07-10,C62A,2354040.0,,,0,Manhattan
122,507 E 12th St,New York,NY,10009-3810,New York,Cooperative Unit,1.0,1.0,8750.0,2581.0,1900.0,5973333.0,601000.0,2020-06-11,R8B,946882.0,Sold,2009-10-07,0,Manhattan
123,845 5th Ave,New York,NY,10065-6502,New York,Cooperative Unit,,,94479.0,11067.0,1920.0,995787.0,43000000.0,2020-05-13,R10,11320249.0,Off Market,,0,Manhattan
124,311 E 75th St,New York,NY,10021-3030,New York,Cooperative Unit,,0.0,31211.0,7650.0,1930.0,566852.0,300000.0,2014-06-04,R8B,3946660.0,Off Market,2016-07-01,0,Manhattan
125,1001 5th Ave,New York,NY,10028-0107,New York,Cooperative Unit,,,109076.0,7500.0,1978.0,660309.0,600000.0,2021-03-15,R10,14426810.0,Off Market,,0,Manhattan
126,323 W 11th St,New York,NY,10014-6230,New York,Cooperative Unit,,,31206.0,8182.0,1900.0,1112697.0,1100000.0,2023-11-27,R6,3476250.0,Off Market,,0,Manhattan
127,35 E 1st St,New York,NY,10003-9310,New York,Cooperative Unit,,,6605.0,2203.0,1900.0,5636932.0,,,R8B,875700.0,Off Market,,0,Manhattan
128,27 Bank St,New York,NY,10014-5229,New York,Apartment House (5+ Units),7.0,5.0,4149.0,1990.0,1920.0,9148166.0,7000000.0,2008-10-16,R6,505809.0,Off Market,2022-04-18,0,Manhattan
129,271 W 70th St,New York,NY,10023-4359,New York,Cooperative Unit,,,6750.0,3012.0,1920.0,851176.0,,,R8B,759676.0,Off Market,,0,Manhattan
130,145 E 84th St,New York,NY,10028-2050,New York,Cooperative Unit,,,116824.0,10267.0,1963.0,852230.0,2350000.0,2018-10-04,C18X,13855995.0,,,0,Manhattan
131,333 W End Ave,New York,NY,10023-8128,New York,Cooperative Unit,,,100772.0,7658.0,1925.0,2093454.0,,,R10A,10116360.0,,,0,Manhattan
132,15 W 67th St,New York,NY,10023-6226,New York,Cooperative Unit,3.0,3.0,64899.0,7532.0,1905.0,4124943.0,3995000.0,2021-08-05,R8,6962310.0,Off Market,,0,Manhattan
133,888 Park Ave,New York,NY,10075-0235,New York,Cooperative Unit,3.0,2.0,183101.0,16040.0,1926.0,633613.0,590000.0,2021-06-17,R10,24302450.0,Active,2023-05-22,995000,Manhattan
134,182 Lafayette St,New York,NY,10013-3276,New York,Cooperative Unit,,,17000.0,2920.0,1910.0,3433317.0,3415000.0,2022-04-07,M15R7X,2361960.0,Off Market,2024-03-01,3415000,Manhattan
135,290 Avenue Of The Americas,New York,NY,10014-4402,New York,Cooperative Unit,,,54924.0,11250.0,1941.0,576382.0,515000.0,2021-08-04,R7-2,6432520.0,Off Market,,0,Manhattan
136,325 E 77th St,New York,NY,10075-2257,New York,Cooperative Unit,2.0,1.0,54774.0,12738.0,1940.0,,750000.0,2005-04-04,R8B,5214865.0,Sold,,0,Manhattan
137,524 E 6th St,New York,NY,10009-6610,New York,Cooperative Unit,,,6860.0,2401.0,1900.0,,452000.0,2011-05-15,R7B,118149.0,Sold,,0,Manhattan
138,156 Chambers St,New York,NY,10007-1267,New York,Apartment House (5+ Units),,,10500.0,1775.0,1920.0,,,,C63A,868046.0,,,0,Manhattan
139,64 E 94th St,New York,NY,10128-0773,New York,Cooperative Unit,,,44750.0,10042.0,1962.0,473920.0,,,R10,4240890.0,,,0,Manhattan
140,314 E 6th St,New York,NY,10003-8713,New York,Apartment House (5+ Units),,,6750.0,2425.0,1900.0,2420580.0,,,R8B,782760.0,,,0,Manhattan
141,312 E 6th St,New York,NY,10003-8719,New York,Apartment House (5+ Units),,,6750.0,2425.0,1900.0,2421421.0,,,R8B,892980.0,,,0,Manhattan
142,316 E 6th St,New York,NY,10003-8728,New York,Apartment House (5+ Units),,,6800.0,2425.0,1900.0,2438196.0,,,R8B,862830.0,,,0,Manhattan
143,31 W 70th St,New York,NY,10023-4543,New York,Cooperative Unit,1.0,1.0,7030.0,2008.0,1900.0,677279.0,1950000.0,2020-08-10,R8B,890947.0,Off Market,2008-09-01,0,Manhattan
144,104 W 87th St,New York,NY,10024-2948,New York,Cooperative Unit,1.0,1.0,6069.0,2013.0,1910.0,614539.0,560000.0,2021-04-20,C1-9,725994.0,Off Market,,0,Manhattan
145,865 Park Ave,New York,NY,10075-0342,New York,Cooperative Unit,,,55758.0,5116.0,1920.0,3243887.0,,,R10,6292800.0,Off Market,,0,Manhattan
146,131 W 78th St,New York,NY,10024-6749,New York,Cooperative Unit,5.0,4.0,6309.0,1839.0,1900.0,,,,R8B,678350.0,Off Market,2011-10-29,0,Manhattan
147,11 E 79th St,New York,NY,10075-0123,New York,Cooperative Unit,,,34895.0,3883.0,1928.0,6527864.0,6400000.0,2021-08-05,R10,4081467.0,Off Market,,0,Manhattan
148,465 W 46th St,New York,NY,10036-3543,New York,Cooperative Unit,,,59043.0,17573.0,1900.0,406523.0,390000.0,2022-03-03,R8,6853500.0,Off Market,,0,Manhattan
149,1143 York Ave,New York,NY,10065,New York,Cooperative Unit,,,166078.0,11547.0,1960.0,491809.0,485000.0,2022-10-31,C1-9,13191410.0,Off Market,,0,Manhattan
150,417 E 90th St,New York,NY,10128-5147,New York,Cooperative Unit,,1.0,50676.0,7483.0,1985.0,358492.0,,,C8-4,5434500.0,,,0,Manhattan
151,315 E 80th St,New York,NY,10075-0676,New York,Cooperative Unit,5.0,2.0,54684.0,12770.0,1920.0,,1150000.0,2024-08-22,R8B,5136250.0,Sold,2012-11-01,0,Manhattan
