property_id,property_address,property_city,property_state,property_zip,property_county,property_type_detail,bedroom_count,bathroom_count,total_building_area_square_feet,lot_size_square_feet,year_built,estimated_value,last_sale_price,last_sale_date,zoning_code,total_assessed_value,mls_status,mls_listing_date,mls_listing_amount,borough
1025,1095 Park Ave,New York,NY,10128-1154,New York,Cooperative Unit,1.0,2.0,199625.0,15989.0,1930.0,1717850.0,1650000.0,2021-08-05,R10,23540260.0,Off Market,2009-04-09,0,Manhattan
1026,9 5th Ave Fl 14H,New York,NY,10017-2496,New York,Cooperative Unit,,,392071.0,37566.0,1955.0,1939262.0,,,R10,,,,0,Manhattan
1027,1359 3rd Ave,New York,NY,10075,New York,Cooperative Unit,,,175671.0,12089.0,1965.0,3148557.0,3140000.0,2023-08-16,C1-9,19503180.0,,,0,Manhattan
1028,288 West St,New York,NY,10013-1367,New York,Cooperative Unit,3.0,3.0,37904.0,4773.0,1900.0,6745314.0,5325000.0,2021-06-30,C62A,3535110.0,Active,2024-02-02,7500000,Manhattan
1029,238 E 84th St,New York,NY,10028-2952,New York,Cooperative Unit,0.0,1.0,10190.0,2596.0,1966.0,,260000.0,2024-01-17,R8B,1019790.0,Sold,2012-09-05,260000,Manhattan
1030,409 Grand St,New York,NY,10002-3951,New York,Cooperative Unit,,,1054290.0,211005.0,1960.0,465000.0,465000.0,2024-11-07,R8,69906560.0,Off Market,,0,Manhattan
1031,459 Hudson St,New York,NY,10014-3733,New York,Cooperative Unit,,,4297.0,1749.0,1920.0,1154961.0,1150000.0,2022-04-28,C1-6,467828.0,,,0,Manhattan
1032,628 E 9th St,New York,NY,10009-5233,New York,Cooperative Unit,,,10184.0,2583.0,1910.0,3186432.0,215000.0,2023-07-07,R8B,763020.0,Off Market,,0,Manhattan
1033,50 E 79th St,New York,NY,10075-0232,New York,Cooperative Unit,5.0,5.0,225337.0,15050.0,1958.0,68430000.0,2525000.0,2021-04-06,C5-1,28788480.0,Active,2024-10-13,68430000,Manhattan
1034,326 W 43rd St,New York,NY,10036-6403,New York,Cooperative Unit,,,19390.0,5020.0,1930.0,375302.0,690000.0,2022-10-30,C6-2,1547190.0,Sold,,0,Manhattan
1035,267 W 71st St,New York,NY,10023-3774,New York,Cooperative Unit,2.0,2.0,4608.0,1564.0,1900.0,5295871.0,1300000.0,2017-07-12,R8B,530949.0,Off Market,,0,Manhattan
1036,55 W 83rd St,New York,NY,10024-5208,New York,Cooperative Unit,1.0,1.0,12641.0,1737.0,1900.0,622642.0,585000.0,2013-11-15,R8B,1393740.0,Off Market,,0,Manhattan
1037,115 W 96th St,New York,NY,10025-6417,New York,Cooperative Unit,,,12200.0,3154.0,1920.0,893875.0,,,R9,596309.0,Off Market,,0,Manhattan
1038,300 W 83rd St,New York,NY,10024,New York,Cooperative Unit,,,99435.0,7950.0,1929.0,2838154.0,2750000.0,2021-07-26,R10A,8552270.0,,,0,Manhattan
1039,98 Suffolk St,New York,NY,10002-3338,New York,Cooperative Unit,,,9519.0,2530.0,1920.0,4049869.0,660978.0,2021-10-15,C62A,695700.0,Off Market,,0,Manhattan
1040,9 5th Ave Fl 2R,New York,NY,10017-2496,New York,Cooperative Unit,,,392071.0,37566.0,1955.0,,,,R10,,,,0,Manhattan
1041,570 Grand St,New York,NY,10002-4379,New York,Cooperative Unit,5.0,3.0,1231250.0,298560.0,1955.0,1866226.0,610000.0,2023-12-07,R7-2,42370470.0,Active,2024-10-28,2175000,Manhattan
1042,322 E 11th St,New York,NY,10003-7442,New York,Cooperative Unit,1.0,1.0,10794.0,2369.0,1900.0,10518671.0,200000.0,2024-10-10,R8B,1162530.0,Off Market,,0,Manhattan
1043,9 5th Ave Fl 5D,New York,NY,10017-2496,New York,Cooperative Unit,,,392071.0,37566.0,1955.0,,,,R10,,,,0,Manhattan
1044,1280 3rd Ave,New York,NY,10021-3656,New York,Cooperative Unit,,,159929.0,10715.0,1966.0,,1270000.0,2024-11-26,C1-9,19886540.0,Off Market,,0,Manhattan
1045,681 Madison Ave,New York,NY,10065-8042,New York,Cooperative Unit,,,163787.0,12569.0,1958.0,4676992.0,4750000.0,2022-11-29,C5-1,20656620.0,,,0,Manhattan
1046,66 Madison Ave,New York,NY,10016-8729,New York,Cooperative Unit,,,140000.0,11968.0,1910.0,33736.0,2260000.0,2017-01-11,C5-2,16330320.0,Off Market,,0,Manhattan
1047,11 W 95th St,New York,NY,10025-6783,New York,Cooperative Unit,2.0,2.0,5555.0,1812.0,1900.0,553592.0,1240000.0,2019-09-23,R7-2,734154.0,,,0,Manhattan
1048,541 Broadway,New York,NY,10012-3944,New York,Cooperative Unit,,,35735.0,7511.0,1909.0,2191168.0,,2018-10-12,M15R9X,5253815.0,Off Market,,0,Manhattan
1049,812 10th Ave,New York,NY,10019-5040,New York,Cooperative Unit,1.0,1.0,13574.0,2508.0,1900.0,6659819.0,530000.0,2020-11-09,C6-2,1083870.0,Off Market,,0,Manhattan
1050,9 5th Ave Fl 6G,New York,NY,10017-2496,New York,Cooperative Unit,,,392071.0,37566.0,1955.0,2184385.0,,,R10,,,,0,Manhattan
1051,353 W 53rd St,New York,NY,10019-5765,New York,Cooperative Unit,,,4580.0,1552.0,1920.0,,,,R8,491249.0,Off Market,,0,Manhattan
1052,251 W 74th St,New York,NY,10023-2119,New York,Cooperative Unit,1.0,1.0,22400.0,4087.0,1948.0,,479750.0,2022-01-14,R8B,2115180.0,Off Market,,0,Manhattan
1053,41 Crosby St,New York,NY,10012-4407,New York,Cooperative Unit,,,31365.0,6114.0,1880.0,2422334.0,2300000.0,2020-10-29,M15R7D,3811950.0,Off Market,,0,Manhattan
1054,772 Broadway,New York,NY,10003,New York,Cooperative Unit,0.0,0.0,718220.0,54624.0,1960.0,2024592.0,2000000.0,2023-07-12,C6-2,71699220.0,Off Market,,0,Manhattan
1055,222 E 82nd St,New York,NY,10028-2742,New York,Cooperative Unit,4.0,2.0,44310.0,10386.0,1950.0,1039679.0,1890000.0,2022-06-06,R8B,4545090.0,Off Market,,0,Manhattan
1056,310 E 71st St,New York,NY,10021-5266,New York,Apartment House (5+ Units),,,59000.0,15062.0,1959.0,470784.0,,2019-08-20,R8B,4395960.0,,,0,Manhattan
1057,54 E 1st St,New York,NY,10003-9313,New York,Cooperative Unit,1.0,1.0,10083.0,2357.0,1910.0,,975000.0,2018-02-07,R8B,1134110.0,Off Market,2016-08-05,0,Manhattan
1058,660 Park Ave,New York,NY,10065-5963,New York,Cooperative Unit,,,62935.0,6025.0,1926.0,729054.0,19500000.0,2022-08-16,R10,6872970.0,Off Market,,0,Manhattan
1059,450 W 20th St,New York,NY,10011-2930,New York,Cooperative Unit,,1.0,4330.0,1533.0,1910.0,2032751.0,1255000.0,2019-10-28,R7B,525100.0,Off Market,,0,Manhattan
1060,541 Amsterdam Ave,New York,NY,10024-2803,New York,Cooperative Unit,1.0,1.0,117216.0,12250.0,1918.0,3268079.0,3250000.0,2023-08-11,C1-9,11514460.0,Off Market,2011-02-25,0,Manhattan
1061,631 Hudson St,New York,NY,10014,New York,Cooperative Unit,,,262297.0,16682.0,1963.0,,925000.0,2022-07-22,C1-6,30474810.0,,,0,Manhattan
1062,16 Park Ave,New York,NY,10016-4329,New York,Cooperative Unit,1.0,1.0,58841.0,4567.0,1924.0,,767268.0,2023-01-25,R10,7027630.0,Off Market,,0,Manhattan
1063,352 W 46th St,New York,NY,10036-8302,New York,Apartment House (5+ Units),,,32520.0,7531.0,1900.0,1743235.0,,2002-07-01,R8,2042550.0,,,0,Manhattan
1064,1334 3rd Ave # 2J,New York,NY,10075-0500,New York,Cooperative Unit,,,215106.0,17875.0,1957.0,1717829.0,1650000.0,2021-04-13,C1-9,,Off Market,,0,Manhattan
1065,1202 2nd Ave,New York,NY,10065,New York,Cooperative Unit,,,153962.0,10946.0,1959.0,282547.0,1045000.0,2013-11-01,C2-8,16226910.0,Off Market,,0,Manhattan
1066,158 W 81st St,New York,NY,10024-5954,New York,Apartment House (5+ Units),2.0,2.0,37251.0,5747.0,1930.0,1251981.0,,,R8B,2632140.0,Off Market,,0,Manhattan
1067,223 E 12th St,New York,NY,10003-9157,New York,Apartment House (5+ Units),,,6000.0,2581.0,1920.0,1181062.0,,,R8B,284497.0,,,0,Manhattan
1068,141 Attorney St,New York,NY,10002-1834,New York,Cooperative Unit,,,18753.0,3500.0,1920.0,4566360.0,585000.0,2020-01-14,R7A,707040.0,,,0,Manhattan
1069,38 Downing St,New York,NY,10014-4336,New York,Cooperative Unit,1.0,1.0,8375.0,1087.0,1900.0,3748275.0,835000.0,2021-04-21,R6,733140.0,Off Market,,0,Manhattan
1070,403 E 87th St,New York,NY,10128-6511,New York,Cooperative Unit,2.0,3.0,13000.0,2617.0,1910.0,1227365.0,,,R10,1469560.0,Off Market,2017-05-17,0,Manhattan
1071,2541 Broadway,New York,NY,10025-6334,New York,Cooperative Unit,,,43404.0,7554.0,1925.0,2424253.0,2450000.0,2022-08-22,C46A,5848030.0,,,0,Manhattan
1072,993 5th Ave,New York,NY,10028-0105,New York,Cooperative Unit,4.0,5.0,93389.0,9409.0,1930.0,16899134.0,17230000.0,2024-07-11,R10,10304460.0,Off Market,2024-07-23,17230000,Manhattan
1073,329 W 85th St,New York,NY,10024-3824,New York,Cooperative Unit,1.0,1.0,4812.0,2043.0,1920.0,5457075.0,,,R8B,565157.0,Off Market,,0,Manhattan
1074,436 E 86th St,New York,NY,10028,New York,Cooperative Unit,,,384646.0,19325.0,1973.0,1280226.0,1235000.0,2023-12-11,R10A,39601860.0,Off Market,,0,Manhattan
1075,3 Great Jones St,New York,NY,10012-1114,New York,Cooperative Unit,2.0,2.0,13000.0,2600.0,1900.0,1788351.0,1900000.0,2017-09-07,M15R7X,472671.0,Off Market,2014-09-27,0,Manhattan
1076,1220 Park Ave,New York,NY,10128-1733,New York,Cooperative Unit,6.0,7.0,231050.0,17624.0,1930.0,5455822.0,5137500.0,2021-07-23,R10,25498530.0,Off Market,2024-09-07,0,Manhattan
1077,440 E 56th St,New York,NY,10022-4172,New York,Cooperative Unit,2.0,2.0,90000.0,13665.0,1955.0,393169.0,1950000.0,2025-01-14,R10,8031870.0,Off Market,,0,Manhattan
1078,342 E 87th St,New York,NY,10128-4837,New York,Cooperative Unit,2.0,1.0,7290.0,2013.0,1910.0,3558134.0,,,R8B,747380.0,Off Market,,0,Manhattan
1079,315 W End Ave,New York,NY,10023-8158,New York,Cooperative Unit,3.0,2.0,33880.0,4984.0,1950.0,1712970.0,1650000.0,2021-08-04,R10A,3441970.0,Off Market,2017-11-03,0,Manhattan
1080,265 E 7th St,New York,NY,10009-6049,New York,Cooperative Unit,,,6840.0,2413.0,1900.0,,,,R8B,110218.0,Off Market,,0,Manhattan
1081,60 W 15th St,New York,NY,10011-6809,New York,Cooperative Unit,,,19764.0,3309.0,1920.0,3393824.0,3300000.0,2019-05-30,C62A,1766980.0,,,0,Manhattan
1082,27 W 96th St,New York,NY,10025-6607,New York,Apartment House (5+ Units),3.0,3.0,133915.0,13077.0,1927.0,3925234.0,6500.0,1995-10-27,R9,9481770.0,Off Market,,0,Manhattan
1083,560 3rd Ave # 2E,New York,NY,10016-3127,New York,Cooperative Unit,,,329706.0,25527.0,1975.0,1100090.0,1050000.0,2021-01-22,C1-9,,Off Market,,0,Manhattan
1084,100 7th Ave S,New York,NY,10014-3401,New York,Cooperative Unit,,,101221.0,6949.0,1930.0,502477.0,2447500.0,2024-01-25,C63A,11212378.0,,,0,Manhattan
1085,119 W 82nd St,New York,NY,10024-5529,New York,Cooperative Unit,,,4712.0,1941.0,1900.0,3945525.0,4000000.0,2024-09-12,R8B,529200.0,Off Market,,0,Manhattan
1086,343 W 12th St,New York,NY,10014-1706,New York,Cooperative Unit,0.0,0.0,6160.0,1760.0,1900.0,,,,R6,895738.0,Off Market,,0,Manhattan
1087,300 Central Park W,New York,NY,10024-1513,New York,Cooperative Unit,5.0,7.0,608532.0,39765.0,1930.0,2077196.0,18000000.0,2021-04-09,R10A,62648550.0,Off Market,,0,Manhattan
1088,108 W 87th St,New York,NY,10024-2943,New York,Cooperative Unit,1.0,1.0,6255.0,2013.0,1920.0,843278.0,815000.0,2022-05-31,C1-9,563893.0,Sold,2008-08-07,0,Manhattan
1089,32 W 10th St,New York,NY,10011-8713,New York,Apartment House (5+ Units),,,5008.0,1690.0,1900.0,2961635.0,,,R6,889143.0,,,0,Manhattan
1090,27 W 88th St,New York,NY,10024-2539,New York,Apartment House (5+ Units),,,6038.0,2013.0,1900.0,1415039.0,,,R7-2,671844.0,,,0,Manhattan
1091,1220 Madison Ave,New York,NY,10128-0511,New York,Cooperative Unit,,,160357.0,13982.0,1937.0,2517339.0,2525000.0,2022-03-16,R10,20737260.0,Off Market,,0,Manhattan
1092,121 E 74th St,New York,NY,10021,New York,Cooperative Unit,0.0,0.0,49196.0,6998.0,1928.0,387877.0,375000.0,2024-02-23,R8B,6093070.0,Off Market,,0,Manhattan
1093,65 Central Park W,New York,NY,10023-6007,New York,Cooperative Unit,4.0,5.0,182048.0,15058.0,1929.0,2409997.0,2350000.0,2023-06-05,R10A,23915740.0,Off Market,2024-03-22,85806,Manhattan
1094,20 Sutton Pl S,New York,NY,10022-5360,New York,Cooperative Unit,3.0,4.0,155938.0,11950.0,1953.0,50080.0,800000.0,2024-11-14,R10,16949180.0,Off Market,2024-02-22,2822000,Manhattan
1095,128 Rivington St,New York,NY,10002-2366,New York,Cooperative Unit,,,19405.0,4500.0,1920.0,4766609.0,,2020-12-22,R7A,700940.0,,,0,Manhattan
1096,210 W 78th St,New York,NY,10024-6618,New York,Cooperative Unit,3.0,2.0,56147.0,7663.0,1926.0,,4750000.0,2022-04-20,C46A,5513250.0,Sold,2021-10-29,4750000,Manhattan
1097,9 5th Ave Fl 6J,New York,NY,10017-2496,New York,Cooperative Unit,,,392071.0,37566.0,1955.0,,,,R10,,,,0,Manhattan
1098,340 W 87th St,New York,NY,10024-2608,New York,Apartment House (5+ Units),2.0,2.0,29303.0,4028.0,1925.0,1373578.0,2362500.0,1996-09-01,R8,1919610.0,Off Market,,0,Manhattan
1099,319 W 14th St,New York,NY,10014-5013,New York,Cooperative Unit,,,9034.0,2581.0,1910.0,3101915.0,1170987.0,2007-07-12,C62A,492890.0,Off Market,,0,Manhattan
1100,40 Great Jones St,New York,NY,10012-1109,New York,Cooperative Unit,,1.0,13276.0,2012.0,1900.0,2306558.0,2200000.0,2020-06-01,M15R7X,869579.0,Off Market,2009-08-19,0,Manhattan
1101,126 W 80th St,New York,NY,10024-6362,New York,Cooperative Unit,,,6465.0,2043.0,1900.0,2831145.0,1372222.0,2000-11-15,R8B,513783.0,Off Market,,0,Manhattan
1102,840A 9th Ave,New York,NY,10019-5555,New York,Highrise Apartment,,,100000.0,20400.0,1942.0,,15000000.0,1998-11-04,R8,11116310.0,,,0,Manhattan
1103,220 E 82nd St,New York,NY,10028-2722,New York,Cooperative Unit,0.0,0.0,10035.0,2596.0,1910.0,,406000.0,2016-08-19,R8B,1272120.0,Off Market,,0,Manhattan
1104,151 E 76th St,New York,NY,10021-2843,New York,Cooperative Unit,,,182015.0,20297.0,1959.0,,2200000.0,2023-02-07,R8B,19890450.0,Off Market,,0,Manhattan
1105,316 W 84th St,New York,NY,10024-4203,New York,Cooperative Unit,,,51450.0,10217.0,1949.0,478088.0,2250000.0,2023-07-27,R8B,4105800.0,Off Market,,0,Manhattan
1106,59 W 90th St,New York,NY,10024-1565,New York,Cooperative Unit,,,5210.0,1888.0,1910.0,487159.0,525000.0,2021-05-07,R7-2,818700.0,Off Market,,0,Manhattan
1107,156 E 97th St,New York,NY,10029-7310,New York,Cooperative Unit,,,8635.0,2725.0,1930.0,3288190.0,206000.0,2023-05-16,R7-2,621270.0,Off Market,,0,Manhattan
1108,325 W 21st St,New York,NY,10011-3022,New York,Cooperative Unit,,,9645.0,2468.0,1864.0,1007426.0,965000.0,2019-09-19,R7B,1058580.0,Sold,,0,Manhattan
1109,521 E 88th St,New York,NY,10128-7715,New York,Cooperative Unit,1.0,1.0,8805.0,2508.0,1920.0,5431185.0,,,R8B,947340.0,Off Market,2010-11-14,0,Manhattan
1110,98 Avenue C,New York,NY,10009-6902,New York,Cooperative Unit,1.0,1.0,15086.0,3772.0,1900.0,1554373.0,500000.0,2021-11-05,R7A,980370.0,Off Market,,0,Manhattan
1111,54 Riverside Dr,New York,NY,10024-6509,New York,Cooperative Unit,1.0,2.0,147001.0,11675.0,1926.0,1979295.0,1910000.0,2021-07-12,R8B,14807910.0,Off Market,2024-03-11,6250000,Manhattan
1112,12 E 87th St,New York,NY,10128-0524,New York,Cooperative Unit,,,45000.0,7740.0,1920.0,1675737.0,,,R8B,4684470.0,Off Market,,0,Manhattan
1113,515 E 89th St,New York,NY,10128-7842,New York,Cooperative Unit,5.0,3.0,71000.0,19948.0,1942.0,,1650000.0,2017-09-25,R8B,5022360.0,,,0,Manhattan
1114,474 W Broadway,New York,NY,10012-3141,New York,Cooperative Unit,,,51925.0,10561.0,1900.0,2785969.0,2700000.0,2019-06-06,M15A,6695968.0,Off Market,,0,Manhattan
1115,30 Beekman Pl,New York,NY,10022-8060,New York,Cooperative Unit,2.0,3.0,67167.0,8066.0,1931.0,6103037.0,,,R8B,7359930.0,Active,2024-11-08,5998000,Manhattan
1116,427 Washington St,New York,NY,10013-1735,New York,Cooperative Unit,,,44400.0,5106.0,1920.0,5875682.0,3664558.0,2023-06-08,C62A,3328269.0,,,0,Manhattan
1117,436 E 58th St,New York,NY,10022-2335,New York,Cooperative Unit,1.0,1.0,12235.0,3013.0,1930.0,,,2020-09-09,R10,1575540.0,Off Market,2014-03-18,0,Manhattan
1118,230 W End Ave,New York,NY,10023-3661,New York,Cooperative Unit,,,92239.0,7029.0,1927.0,569626.0,605000.0,2021-11-16,R8B,9002790.0,Off Market,,0,Manhattan
1119,340 E 83rd St,New York,NY,10028-4206,New York,Cooperative Unit,0.0,1.0,9212.0,2500.0,1920.0,5082307.0,272000.0,2014-08-05,C1-9,1082140.0,Sold,2011-03-31,0,Manhattan
1120,418 Columbus Ave,New York,NY,10024-5106,New York,Cooperative Unit,,,47487.0,5117.0,1900.0,426579.0,405000.0,2024-01-11,C18A,5478990.0,,,0,Manhattan
1121,318 W 77th St,New York,NY,10024-6858,New York,Apartment House (5+ Units),,,6380.0,2248.0,1900.0,1816323.0,,,R8B,562851.0,,,0,Manhattan
1122,317 E 57th St,New York,NY,10022,New York,Cooperative Unit,,,92593.0,8234.0,1929.0,,2500000.0,2020-08-06,R10,6716160.0,,,0,Manhattan
1123,67 Wall St,New York,NY,10005-3101,New York,Apartment House (5+ Units),3.0,1.0,305271.0,12127.0,1921.0,177140784.0,,2023-02-24,C5-5,36945511.0,Off Market,,0,Manhattan
1124,1206 1st Ave,New York,NY,10065,New York,Cooperative Unit,,,139000.0,11045.0,1962.0,,1292500.0,2023-08-31,C1-9,14693420.0,,,0,Manhattan
1125,267 E 7th St,New York,NY,10009-6028,New York,Cooperative Unit,1.0,1.0,6490.0,2169.0,1920.0,5599987.0,574000.0,2013-12-05,R8B,197599.0,Sold,,0,Manhattan
1126,203 W 87th St,New York,NY,10024-2808,New York,Cooperative Unit,,,24560.0,6294.0,1915.0,,,,R8,2511950.0,,,0,Manhattan
1127,312 E 92nd St,New York,NY,10128-5438,New York,Apartment House (5+ Units),,,20000.0,5033.0,1995.0,1000884.0,261315.0,2022-05-01,R8B,1856340.0,,,0,Manhattan
1128,202 W 88th St,New York,NY,10024-2339,New York,Apartment House (5+ Units),,,6625.0,1712.0,1905.0,2709604.0,,,R8,256824.0,,,0,Manhattan
1129,9 5th Ave Fl 6E,New York,NY,10017-2496,New York,Cooperative Unit,,,392071.0,37566.0,1955.0,1683522.0,,,R10,,,,0,Manhattan
1130,930 5th Ave,New York,NY,10021-2651,New York,Cooperative Unit,2.0,2.0,220003.0,15325.0,1940.0,2430657.0,4390000.0,2022-08-31,R10,29999365.0,Off Market,2022-05-03,5500000,Manhattan
1131,140 W 74th St,New York,NY,10023-2314,New York,Cooperative Unit,2.0,2.0,19190.0,6437.0,1910.0,645219.0,1743000.0,2020-06-24,R8B,1887270.0,Off Market,2020-09-12,0,Manhattan
1132,433 W 48th St,New York,NY,10036-1246,New York,Cooperative Unit,,,5440.0,2510.0,1910.0,4340821.0,280000.0,2019-02-06,R8,496230.0,Off Market,,0,Manhattan
1133,158 E 91st St,New York,NY,10128,New York,Cooperative Unit,,,62272.0,10067.0,1941.0,,475000.0,2024-02-26,R8B,6029190.0,,,0,Manhattan
1134,36 Barrow St,New York,NY,10014-3735,New York,Cooperative Unit,,,6049.0,4224.0,1910.0,625000.0,625000.0,2024-10-24,R6,813219.0,Off Market,,0,Manhattan
1135,9 5th Ave Fl 8E,New York,NY,10017-2496,New York,Cooperative Unit,,,392071.0,37566.0,1955.0,,,,R10,,,,0,Manhattan
1136,84 Horatio St,New York,NY,10014-1504,New York,Cooperative Unit,1.0,1.0,8125.0,2185.0,1915.0,6135307.0,426000.0,2015-02-11,R6,1035570.0,Sold,2014-07-02,0,Manhattan
1137,423 W 22nd St,New York,NY,10011-2525,New York,Cooperative Unit,,,5727.0,1646.0,1900.0,,890000.0,2020-04-16,R7B,810628.0,Sold,,0,Manhattan
1138,185 E 2nd St,New York,NY,10009-8009,New York,Cooperative Unit,,,13524.0,2940.0,1915.0,493438.0,458000.0,2022-05-09,R8B,1098900.0,Sold,,0,Manhattan
1139,345 E 61st St,New York,NY,10065-8216,New York,Cooperative Unit,,1.0,8710.0,2310.0,1900.0,4317087.0,272000.0,2016-06-02,R8B,935280.0,Off Market,2008-10-23,0,Manhattan
1140,221 E 76th St,New York,NY,10021-2142,New York,Cooperative Unit,,,21162.0,5110.0,1929.0,,359000.0,2021-07-26,R8B,2186460.0,,,0,Manhattan
1141,402 W 46th St,New York,NY,10036-9000,New York,Apartment House (5+ Units),,,9105.0,2500.0,1929.0,4950082.0,,2013-08-28,R8,1225820.0,,,0,Manhattan
1142,25 Minetta Ln,New York,NY,10012-1251,New York,Cooperative Unit,,1.0,45720.0,9375.0,1940.0,,2100000.0,2019-08-23,R7-2,5261600.0,Off Market,,0,Manhattan
1143,345 8th Ave,New York,NY,10001-4828,New York,Cooperative Unit,,,1448543.0,350789.0,1960.0,97334.0,90646.0,2021-11-11,R8,117971651.0,,,0,Manhattan
1144,112 E 81st St,New York,NY,10028-1409,New York,Cooperative Unit,,,250097.0,20675.0,1958.0,1936856.0,,,C18X,28184080.0,,,0,Manhattan
1145,489 Amsterdam Ave,New York,NY,10024-4651,New York,Cooperative Unit,,,9020.0,2271.0,1900.0,521530.0,500000.0,2022-04-06,C27A,440491.0,Off Market,,0,Manhattan
1146,9 5th Ave Fl OFF7,New York,NY,10017-2496,New York,Cooperative Unit,,,392071.0,37566.0,1955.0,668185.0,595000.0,2020-01-07,R10,,,,0,Manhattan
1147,355 W End Ave,New York,NY,10024-6878,New York,Apartment House (5+ Units),,,4300.0,1075.0,1900.0,2694903.0,,,R10A,821731.0,,,0,Manhattan
1148,901 Lexington Ave,New York,NY,10065-5924,New York,Cooperative Unit,6.0,2.0,59928.0,5925.0,1907.0,1225466.0,1200000.0,2023-02-02,R9X,6761160.0,Off Market,2024-01-17,4950000,Manhattan
1149,240 E 32nd St,New York,NY,10016-9705,New York,Cooperative Unit,,,10275.0,3703.0,1930.0,637629.0,350000.0,2014-07-14,R7B,1348176.0,Off Market,,0,Manhattan
1150,1 E End Ave,New York,NY,10075-1102,New York,Cooperative Unit,5.0,6.0,115835.0,8250.0,1929.0,7006780.0,4750000.0,2018-06-25,R10A,11304450.0,Canceled,2024-05-23,6745000,Manhattan
1151,45 Great Jones St,New York,NY,10012-1627,New York,Cooperative Unit,,,15758.0,2700.0,2014.0,2563055.0,2535000.0,2021-10-22,M15R7X,3590179.0,Off Market,,0,Manhattan
1152,1296 3rd Ave,New York,NY,10021-3453,New York,Cooperative Unit,,,162750.0,12766.0,1961.0,1851286.0,1850000.0,2024-08-28,C1-9,17837490.0,,,0,Manhattan
1153,113 W 15th St,New York,NY,10011-6744,New York,Cooperative Unit,,,6175.0,2581.0,1911.0,,,,R8B,779850.0,,,0,Manhattan
1154,131 Avenue B,New York,NY,10009-5004,New York,Cooperative Unit,,,22117.0,6541.0,1940.0,6697173.0,,,R7A,1748070.0,,,0,Manhattan
1155,151 Charles St,New York,NY,10014-2539,New York,Cooperative Unit,,,13156.0,9103.0,1979.0,2499377.0,,2020-11-05,R6A,1972690.0,Active,2025-02-04,2500000,Manhattan
1156,149 Franklin St,New York,NY,10013-2933,New York,Cooperative Unit,,,22600.0,4200.0,1915.0,429564.0,73261.0,2013-12-17,C62A,1687812.0,,,0,Manhattan
1157,152 W 58th St,New York,NY,10019-2139,New York,Cooperative Unit,2.0,2.0,38928.0,6025.0,1916.0,929295.0,1350000.0,2021-02-05,C5-1,4092450.0,Off Market,2023-06-29,2375000,Manhattan
1158,970 Park Ave,New York,NY,10028-0324,New York,Cooperative Unit,,,96379.0,9180.0,1912.0,1692803.0,1614600.0,2020-06-18,R10,10488240.0,Off Market,,0,Manhattan
1159,267 W 87th St,New York,NY,10024-2702,New York,Cooperative Unit,,,106418.0,10070.0,2018.0,1894158.0,1865000.0,2024-12-19,R10A,12313760.0,,,0,Manhattan
1160,120 4th Ave,New York,NY,10003-4903,New York,Cooperative Unit,0.0,0.0,135315.0,9399.0,1963.0,,515000.0,2024-09-30,C6-1,14658480.0,Off Market,,0,Manhattan
1161,45 W 89th St,New York,NY,10024-2077,New York,Cooperative Unit,4.0,3.0,6846.0,2114.0,1920.0,1149212.0,1095000.0,2021-05-05,R7-2,396438.0,,,0,Manhattan
1162,883 Park Ave,New York,NY,10075,New York,Cooperative Unit,,,171207.0,15350.0,1927.0,557135.0,545000.0,2022-11-02,R10,18883206.0,,,0,Manhattan
1163,509 E 88th St,New York,NY,10128-7711,New York,Cooperative Unit,1.0,1.0,8825.0,2517.0,1910.0,5477463.0,300000.0,2015-05-15,R8B,914610.0,Sold,2011-11-22,0,Manhattan
1164,646 9th Ave,New York,NY,10036-3641,New York,Cooperative Unit,,,9090.0,2500.0,1900.0,3742781.0,,,R8,714330.0,Off Market,,0,Manhattan
1165,541 E 72nd St,New York,NY,10021-4075,New York,Cooperative Unit,,,11550.0,2813.0,1910.0,5416576.0,1067000.0,2022-08-16,R10,1186210.0,Off Market,,0,Manhattan
1166,17 W 71st St,New York,NY,10023-4139,New York,Cooperative Unit,4.0,4.0,71907.0,10745.0,1923.0,1926249.0,4170000.0,2019-12-10,R8B,7037160.0,Off Market,,0,Manhattan
1167,75 W End Ave,New York,NY,10023-7853,New York,Highrise Apartment,,,978985.0,75489.0,1994.0,,,2014-06-27,C4-7,81113220.0,,,0,Manhattan
1168,1076 1st Ave,New York,NY,10022-2202,New York,Cooperative Unit,,,127607.0,10694.0,1929.0,,580000.0,2024-08-15,R10,11420370.0,Off Market,,0,Manhattan
1169,760 Greenwich St,New York,NY,10014,New York,Cooperative Unit,,,45426.0,9020.0,1956.0,,725000.0,2024-12-19,R6,5389470.0,,,0,Manhattan
1170,860 5th Ave,New York,NY,10065-5856,New York,Cooperative Unit,2.0,2.0,306573.0,24800.0,1950.0,1714133.0,5500000.0,2024-07-30,R10,45322990.0,Active,2024-09-19,1657100,Manhattan
1171,2420 Broadway,New York,NY,10024-1707,New York,Cooperative Unit,3.0,3.0,313563.0,36255.0,1920.0,4585073.0,820000.0,2024-12-20,C46A,35039700.0,Off Market,,0,Manhattan
1172,1498 York Ave,New York,NY,10075-0703,New York,Cooperative Unit,,,215732.0,15451.0,1960.0,2885766.0,2950000.0,2022-05-23,R10A,17121690.0,Off Market,,0,Manhattan
